entity_id,manufacturer,family,model_code,canonical_name,lifecycle_status,refrigerant,phase,rated_cooling_kw,max_cooling_kw,cooling_min_kw,indoor_airflow_min_lps,tcspf_hot,dnp_reason,dnp_updated_at,disposition_evidence_id
74af333a-62d8-40c5-981d-27b31438ee38,Daikin,Daikin FDYAN/RZA,FDYAN100AV1 / RZA100C2Y1,Daikin FDYAN100AV1 / RZA100C2Y1,current,R32,three-phase,10.00,11.20,,,4.28,3-phase system; excluded from new-install candidate research.,2026-09-18T03:32:51.233376+00:00,30cf1061-dea4-4e12-8686-fc5e5ea11fc9
65f4b7e4-438e-4b9f-ad7a-68c7354eab87,Daikin,Daikin FDYAN/RZA,FDYAN100AV1 / RZA100CV1,Daikin FDYAN100AV1 / RZA100CV1,current,R32,single-phase,10.00,11.20,3.2,,4.28,"Hot-region efficiency prune: residential tcspf_hot 4.28, below the current 9.5-11.4 kW survivor lower quartile (~4.642); no compensating efficiency advantage. EER is warning-only and not part of the DNP basis.",2026-09-18T06:04:53.02571+00:00,5d0987c7-a832-45df-88ac-1b1825c5e349
2a116553-8739-4fb2-bced-a7de02a511ec,Daikin,Daikin FDYAN/RZA,FDYAN100AV1 / RZA100CY1,Daikin FDYAN100AV1 / RZA100CY1,current,R32,three-phase,10.00,11.20,3.2,,4.28,3-phase system; excluded from new-install candidate research.,2026-09-18T03:32:51.233376+00:00,c441a8c1-80e8-4a91-99fc-e7a1d1fd0aee
a3cb93d7-15d0-4558-84da-4aa4589a4baf,Daikin,Daikin FDYAN/RZA,FDYAN125AV1 / RZA125C2V1,Daikin FDYAN125AV1 / RZA125C2V1,current,R32,single-phase,12.50,14.00,,,4.25,"Hot-region efficiency prune: residential tcspf_hot 4.25, below the current 11.5-13.5 kW survivor lower quartile (~4.499); no compensating efficiency advantage. EER is warning-only and not part of the DNP basis.",2026-09-18T06:04:53.02571+00:00,3cf19c4e-8e49-4b85-bf63-69ff9760ec6e
aecc7521-bb49-4b0e-bfe3-d665df94124a,Daikin,Daikin FDYAN/RZA,FDYAN125AV1 / RZA125C2Y1,Daikin FDYAN125AV1 / RZA125C2Y1,current,R32,three-phase,12.50,14.00,,,4.25,3-phase system; excluded from new-install candidate research.,2026-09-18T03:32:51.233376+00:00,2318fe0f-736f-4e9b-8dea-4129c5a5cc2c
ba92c6ec-3735-4c8d-b192-1a09a2946046,Daikin,Daikin FDYAN/RZA,FDYAN125AV1 / RZA125CV1,Daikin FDYAN125AV1 / RZA125CV1,current,R32,single-phase,12.50,14.00,4.0,,4.26,"Hot-region efficiency prune: residential tcspf_hot 4.26, below the current 11.5-13.5 kW survivor lower quartile (~4.499); no compensating efficiency advantage. EER is warning-only and not part of the DNP basis.",2026-09-18T06:04:53.02571+00:00,73c149c1-1f3e-4436-9468-6a27027e10a4
6df8af92-bb7c-42f4-a8b4-b6e4fbb20976,Daikin,Daikin FDYAN/RZA,FDYAN125AV1 / RZA125CY1,Daikin FDYAN125AV1 / RZA125CY1,current,R32,three-phase,12.50,14.00,4.0,,,3-phase system; excluded from new-install candidate research.,2026-09-18T03:32:51.233376+00:00,03afd0fb-0479-4fd6-9710-03a27bdbc884
cefc4b8d-8168-4211-8dcb-965a2756d4a9,Daikin,Daikin FDYAN/RZA,FDYAN85AV1 / RZA85C2V1,Daikin FDYAN85AV1 / RZA85C2V1,current,R32,single-phase,8.50,10.00,,,4.28,"Hot-region efficiency prune: residential tcspf_hot 4.28, below the current 8-9.4 kW survivor lower quartile (~4.717); no compensating efficiency advantage. EER is warning-only and not part of the DNP basis.",2026-09-18T06:04:53.02571+00:00,9ac07427-6c84-4b88-91e3-a0bcc0f87830
cbc83377-f6ae-4758-8d85-ce9c30b992ac,Daikin,Daikin FDYAN/RZA,FDYAN85AV1 / RZA85C2Y1,Daikin FDYAN85AV1 / RZA85C2Y1,current,R32,three-phase,8.50,10.00,,,4.28,3-phase system; excluded from new-install candidate research.,2026-09-18T03:32:51.233376+00:00,55b65672-298b-4e26-bcb3-f7686d13550b
0a13bcda-edb9-476c-a70c-cc545fc0bb5d,Daikin,Daikin FDYAN/RZA,FDYAN85AV1 / RZA85CV1,Daikin FDYAN85AV1 / RZA85CV1,current,R32,single-phase,8.50,10.00,3.2,,4.29,"Hot-region efficiency prune: residential tcspf_hot 4.29, below the current 8-9.4 kW survivor lower quartile (~4.717); no compensating efficiency advantage. EER is warning-only and not part of the DNP basis.",2026-09-18T06:04:53.02571+00:00,de556683-228b-46cb-bf21-6a32229f8715
695420c4-af1f-4165-8b29-ea6e65543431,Daikin,Daikin FDYAN/RZA,FDYAN85AV1 / RZA85CY1,Daikin FDYAN85AV1 / RZA85CY1,current,R32,three-phase,8.50,10.00,3.2,,,3-phase system; excluded from new-install candidate research.,2026-09-18T03:32:51.233376+00:00,6d473f99-68eb-437c-a294-b5a71ded9386
b879a43f-5cc6-4c2f-ae9d-040c1649cae9,Daikin,Daikin FDYUAN Underfloor,FDYUAN125AV1 / RZA125C2Y1,Daikin FDYUAN125AV1 / RZA125C2Y1,current,R32,three-phase,12.50,14.00,,,4.25,3-phase system; excluded from new-install candidate research.,2026-09-18T03:32:51.233376+00:00,e1256285-efcd-4005-8819-79c1eca891e1
6ae7564f-7d70-4dea-b095-f0d7d12ab911,Fujitsu,Fujitsu ARTH KHTA,ARTH30KHTA / AOTH30KBTA,Fujitsu ARTH30KHTA / AOTH30KBTA,current,R32,single-phase,8.50,10.30,2.8,486,4.695,"Pruned 2026-09-18 after sibling review: official Fujitsu data show 486 L/s low airflow. Same-capacity ARTH30KMTAP sibling retains 2.8 kW minimum cooling with much lower minimum airflow and stronger seasonal performance, so KHTA is redundant for small-zone objective.",2026-09-18 06:50:55.431937+00,
e92586c1-ebfe-40cd-b6d2-f46fd86adefd,Fujitsu,Fujitsu ARTH KHTA,ARTH30KHTA / AOTH30KCTA,Fujitsu ARTH30KHTA / AOTH30KCTA,current,R32,single-phase,8.5,11,4.1,,,"Low-load dominance prune: exact Fujitsu ARTH30KHTA/AOTH30KCTA publishes 4.1 kW minimum cooling, while the same-indoor current KBTA pairing publishes 2.8 kW. The KCTA remains a current High Performance variant, so DNP is based on inferior low-load behaviour, not age/supersession.",2026-09-18T06:13:14.927816+00:00,583f9742-18de-4953-a3bd-91179c663561
3a272e96-902b-4b2e-a922-0c65727568bb,Fujitsu,Fujitsu ARTH KMTAP,ARTH30KMTAP / AOTH30KCTA,Fujitsu ARTH30KMTAP / AOTH30KCTA,current,R32,single-phase,8.50,10.50,4.1,336.11,4.8,"Low-load dominance prune: exact Fujitsu ARTH30KMTAP/AOTH30KCTA publishes 4.1 kW minimum cooling, while the same-indoor KBTA pairing publishes 2.8 kW. KCTA is retained by Fujitsu as a High Performance option, so DNP is based on low-load disadvantage rather than obsolescence.",2026-09-18T06:13:14.927816+00:00,1064343c-166e-459c-b06c-b77e253156e0
32c1820c-4aa7-4de0-84da-688edf20fd12,Fujitsu,Fujitsu ARTH KHTA,ARTH36KHTA / AOTH36KBTA,Fujitsu ARTH36KHTA / AOTH36KBTA,current,R32,single-phase,10.00,11.40,2.8,486,4.642,"Pruned 2026-09-18 after engineering review: official Fujitsu data show 486 L/s low airflow, EER 3.25 and TCSPF average 4.426. Good 2.8 kW minimum capacity does not offset high airflow plus merely middling efficiency versus stronger 10 kW survivors.",2026-09-18 06:50:55.431937+00,
1a4a2218-c40a-4590-8d31-609601d20d31,Fujitsu,Fujitsu ARTH KHTA,ARTH36KHTA / AOTH36KCTA,Fujitsu ARTH36KHTA / AOTH36KCTA,current,R32,single-phase,10.00,13.00,5.0,486,4.964,"Low-load dominance prune: exact Fujitsu ARTH36KHTA/AOTH36KCTA publishes 5.0 kW minimum cooling and 486 L/s minimum airflow, while the same-indoor current KBTA pairing publishes 2.8 kW minimum cooling. The KCTA remains a current High Performance variant; DNP is performance-based.",2026-09-18T06:13:14.927816+00:00,0b476ff9-476d-471d-884f-11e787059068
8e58a06d-24b9-4720-af4b-2400fb380bbf,Fujitsu,Fujitsu ARTH KHTA,ARTH36KHTA / AOTH36KRTA,Fujitsu ARTH36KHTA / AOTH36KRTA,current,R32,three-phase,10.00,11.40,2.8,486,4.642,three-phase system; outside intended residential installation scope.,2026-09-18T03:47:07.763869+00:00,a39f9fbb-26ba-4221-b081-a034caccf968
7118a134-0685-4655-a91b-6f7ec1372ce4,Fujitsu,Fujitsu ARTH KHTA,ARTH45KHTA / AOTH45KBTA,Fujitsu ARTH45KHTA / AOTH45KBTA,current,R32,single-phase,12.50,14.50,4.0,630.555556,4.612,User pruning rule 2026-09-18: two confirmed low-load strikes. Latest exact Fujitsu AU specification: minimum cooling 4.0 kW and low airflow about 631 L/s (top 10%).,2026-09-18 06:44:29.844487+00,
f273a37f-68cb-4954-a290-9a98947e5ad0,Fujitsu,Fujitsu ARTH KHTA,ARTH45KHTA / AOTH45KCTA,Fujitsu ARTH45KHTA / AOTH45KCTA,current,R32,single-phase,12.5,14.5,5.6,,,"Low-load dominance prune: exact Fujitsu ARTH45KHTA/AOTH45KCTA publishes 5.6 kW minimum cooling, while the same-indoor current KBTA pairing publishes 4.0 kW. The KCTA remains a current High Performance variant; DNP is performance-based.",2026-09-18T06:13:14.927816+00:00,b893f390-fc43-4173-bafb-a3a44c00f880
917dbfb4-d055-4205-a527-506ff302c4db,Fujitsu,Fujitsu ARTH KHTA,ARTH45KHTA / AOTH45KRTA,Fujitsu ARTH45KHTA / AOTH45KRTA,current,R32,three-phase,12.50,14.00,4.0,631,4.612,three-phase system; outside intended residential installation scope.,2026-09-18T03:47:07.763869+00:00,2239b096-1bc9-4868-86d5-2a42176d7d22
65aba1d9-d38a-4a0c-9ff7-790c6a490506,Fujitsu,Fujitsu ARTH KMTAP,ARTH45KMTAP / AOTH45KBTA,Fujitsu ARTH45KMTAP / AOTH45KBTA,current,R32,single-phase,12.50,14.00,4.0,425.0,4.462,User pruning rule 2026-09-18: two confirmed strikes. Official Fujitsu AU data: EER 3.13 (bottom 10%) and minimum cooling 4.0 kW (upper-tail strike).,2026-09-18 06:44:29.844487+00,
fbdda559-bb21-43ee-b064-409835398e39,Haier,Haier Low Profile,AD100S2SM7FA / 1U100S2SN5FA,Haier AD100S2SM7FA / 1U100S2SN5FA,current,R32,single-phase,10.0,11.0,,,4.074,"Hot-region efficiency prune: residential tcspf_hot 4.074, materially below the current 9.5-11.4 kW survivor lower quartile (~4.642). EER is warning-only and not part of the DNP basis.",2026-09-18T06:04:53.02571+00:00,6c59cf49-ab75-4954-91be-66d64f158362
a7fdd916-cf0a-42ec-97dc-bc9df7746350,Haier,Haier Low Profile,AD105S2SM7FA / 1U105S5SN5FA,Haier AD105S2SM7FA / 1U105S5SN5FA,current,R32,single-phase,10.5,11.0,2.5,,4.124,"Hot-region efficiency prune: residential tcspf_hot 4.124, materially below the current 9.5-11.4 kW survivor lower quartile (~4.642). EER is warning-only and not part of the DNP basis.",2026-09-18T06:04:53.02571+00:00,3f129604-ca33-46e2-8d2e-37fb6ef45c9b
220be606-eabf-4ded-8b5b-2de7585075fa,Haier,Haier High Static,AD125S2SH5FA / 1U125S2SN5FA,Haier AD125S2SH5FA / 1U125S2SN5FA,current,R32,,,,4.0,490,4.395,"Borderline Hot-region efficiency (tcspf_hot 4.395), but DNP retained for direct same-family dominance: the exact same indoor unit with 1U125S2SP5FA has tcspf_hot 4.400, lower 3.5 kW minimum versus 4.0 kW, and the same 490 L/s low airflow. EER/AEER are warning-only.",2026-09-18T06:04:53.02571+00:00,c10c29f8-85d9-4506-94c7-31692d590183
3f8c8d93-3b98-416d-9d90-70037ac61c48,Haier,Haier High Static,AD125S2SH5FA / 1U125S2SP5FA,Haier AD125S2SH5FA / 1U125S2SP5FA,current,R32,single-phase,,,3.5,490,4.414,User pruning rule 2026-09-18: two confirmed strikes. Official Haier AU data: residential average TCSPF 4.092 (bottom 20%) and minimum airflow 490 L/s (upper 20%).,2026-09-18 06:44:29.844487+00,
60c0f383-1ca8-4709-99a8-ba0fee695367,Haier,Haier Low Profile,AD125S2SM7FA / 1U125S2SP5FA,Haier AD125S2SM7FA / 1U125S2SP5FA,current,R32,single-phase,12.0,14.0,3.5,420,3.947,"Hot-region efficiency prune: residential tcspf_hot 3.947, materially below the current 11.5-13.5 kW survivor lower quartile (~4.499). EER is warning-only and not part of the DNP basis.",2026-09-18T06:04:53.02571+00:00,3f7f0f21-d27c-4dd3-beb5-6da2b2a1bf86
53d4abee-4349-4790-a998-ca54acce42f8,Haier,Haier Low Profile,AD140S2SM7FA / 1U140S2SP5FA,Haier AD140S2SM7FA / 1U140S2SP5FA,current,R32,single-phase,13.0,15.0,3.5,420,4.134,"Hot-region efficiency prune: residential tcspf_hot 4.134, materially below the current 11.5-13.5 kW survivor lower quartile (~4.499). EER is warning-only and not part of the DNP basis.",2026-09-18T06:04:53.02571+00:00,8a60bcff-7022-4fc4-b7e0-9c8339e29c05
4d5d9214-e13e-45f9-8923-a0cd5e7388d2,Hisense,Hisense Air Q Compact,AUD-100UX4RTH1 / AUW-100U4RK1,Hisense AUD-100UX4RTH1 / AUW-100U4RK1,current,R32,single-phase,,,4.1,528,,"User pruning rule 2026-09-18: three confirmed strikes. Official Hisense AU data: EER 3.20 (bottom 10%), minimum airflow 528 L/s (upper 10%), minimum cooling 4.1 kW (upper-tail strike).",2026-09-18 06:44:29.844487+00,
28502506-98d2-4b91-8a64-4b7330b3f1e9,Hisense,Hisense Air Q Premium,AUD-125UX4RSH1 / AUW-125U4RH1,Hisense AUD-125UX4RSH1 / AUW-125U4RH1,current,R32,,13.00,17.00,6.0,710,,Official Hisense Australia brochure confirms 6.0 kW published cooling capacity-range minimum (>5.0 kW hard triage threshold).,2026-09-17 09:36:33.224367+00,
db672000-9758-49ab-a2d5-1cb89085de77,Hisense,Hisense Air Q Compact,AUD-125UX4RTH1 / AUW-125U4RQ1,Hisense AUD-125UX4RTH1 / AUW-125U4RQ1,current,R32,,,,4.2,612,4.22,"Hot-region DNP retained: tcspf_hot 4.22 is below the current 11.5-13.5 kW survivor lower quartile (~4.499), and the system is directly weaker on low-load engineering than 12.5 kW alternatives (4.2 kW minimum and 612 L/s low airflow). EER is warning-only.",2026-09-18T06:04:53.02571+00:00,84a420ab-683e-4a84-94a9-3ef7efc7420f
3ff2d179-b40b-41e3-a856-507db4af0bbd,Hisense,Hisense Air Q Compact,AUD-85UX4RTH1 / AUW-85U4RK1,Hisense AUD-85UX4RTH1 / AUW-85U4RK1,current,R32,,,,4.1,528,4.601,"Borderline Hot-region efficiency (tcspf_hot 4.601 versus current 8-9.4 kW survivor lower quartile ~4.717), but DNP retained for direct low-load dominance: comparable Fujitsu 8.5 kW survivor has tcspf_hot 4.695, 2.8 kW minimum versus 4.1 kW, and 486 L/s minimum airflow versus 528 L/s. EER is warning-only.",2026-09-18T06:04:53.02571+00:00,e85a6d0e-00d8-49f7-99ac-a65d9ce60791
7a9a4e45-97dd-4028-bc65-48ebb490c922,Hitachi,Hitachi airCore 700,PPIH-4.0UFA1NQ / PAS-4.0UFASMQ1,Hitachi PPIH-4.0UFA1NQ / PAS-4.0UFASMQ1,current,R32,three-phase,10.00,12.00,3.2,421.0,4.83,three-phase system; outside intended residential installation scope.,2026-09-18T03:47:07.763869+00:00,b9c047f6-1013-471d-8ed1-715b6318f3ee
e0164be1-86ff-40a9-b9e0-9412052cff4f,Hitachi,Hitachi airCore 700,PPIH-5.0UFA1NQ / PAS-5.0UFASMQ1,Hitachi PPIH-5.0UFA1NQ / PAS-5.0UFASMQ1,current,R32,three-phase,12.50,14.20,4.0,500.0,4.83,three-phase system; outside intended residential installation scope.,2026-09-18T03:47:07.763869+00:00,a45c63b5-b99d-40be-a329-3300bcf18bf0
94e0ef8a-e330-4660-ba90-113d910375f6,Hitachi,Hitachi airCore 700,PPIH-5.0UFA1NQ / PAS-5.0UFASNQ1,Hitachi PPIH-5.0UFA1NQ / PAS-5.0UFASNQ1,current,R32,single-phase,12.50,14.20,4.0,500.0,5.14,User pruning rule 2026-09-18: two confirmed low-load strikes. Official Hitachi/Temperzone AU data: minimum cooling 4.0 kW and minimum airflow 500 L/s (upper 20%).,2026-09-18 06:44:29.844487+00,
17d13e53-a83b-45f1-b323-9e7ca3e3582a,Hitachi,Hitachi airCore 700,PPIM-4.0UFA1NQ / PAS-4.0UFASMQ1,Hitachi PPIM-4.0UFA1NQ / PAS-4.0UFASMQ1,current,R32,three-phase,10.00,12.00,3.2,350,,three-phase system; outside intended residential installation scope.,2026-09-18T03:47:07.763869+00:00,449fcb7f-ebee-4b42-b641-c111e411abb8
b9e88792-7ae7-4a5a-93a1-c53209fdde23,Hitachi,Hitachi airCore 700,PPIM-5.0UFA1NQ / PAS-5.0UFASMQ1,Hitachi PPIM-5.0UFA1NQ / PAS-5.0UFASMQ1,current,R32,three-phase,12.50,14.20,4.0,360,5.03,three-phase system; outside intended residential installation scope.,2026-09-18T03:47:07.763869+00:00,4cce289d-115c-4502-9272-6584c3100d75
488b40a1-cbf7-4ab4-8a5d-493207a525a8,LG,LG UHS High Efficiency R32,UHS100SHSET,LG UHS100SHSET,current,R32,,,,5.1,,,Official LG Australia current product page confirms cooling minimum 5.1 kW (>5.0 kW hard triage threshold); exact indoor/outdoor component codes still need decomposition.,,
e0a35eda-35b9-40d0-9aab-7e80be1a9f3c,MHI,MHI FDU slimline,FDU100VH / FDCA100VSA-W,MHI FDU100VH / FDCA100VSA-W,current,R32,three-phase,10.00,11.20,4.0,317,,3-phase system; excluded from new-install candidate research.,2026-09-18T03:32:51.233376+00:00,13b0e685-31af-4676-bb67-6474b8426f73
b1c87475-4029-40ca-aeaa-55d9885da4c2,MHI,MHI FDU slimline,FDU125VH / FDC125VNP-W,MHI FDU125VH / FDC125VNP-W,current,,,12.10,12.10,5.0,,,"published cooling minimum >4.5 kW; retained, not removed",,
1ff9e84f-f1ca-46b2-800e-bb455df20891,MHI,MHI FDU slimline,FDU125VH / FDCA125VNX-W,MHI FDU125VH / FDCA125VNX-W,current,R32,single-phase,12.50,14.00,3.5,333,4.444,"Pruned 2026-09-18 after low-load/control review: official MHI data show 3.5 kW minimum cooling and 333 L/s minimum airflow, but project evidence records TCSPF average 3.973 and native zoning guidance requiring a common/automatic spill zone sized for 50% of total airflow. Stronger 12-13 kW survivors offer better small-zone fit.",2026-09-18 06:50:55.431937+00,
1fb3c225-96ed-4121-a6ac-571b602bf16d,MHI,MHI FDU slimline,FDU125VH / FDCA125VSX-W,MHI FDU125VH / FDCA125VSX-W,current,R32,three-phase,12.50,14.00,3.5,333,,3-phase system; excluded from new-install candidate research.,2026-09-18T03:32:51.233376+00:00,f21b792a-3e15-438f-b0da-e147209da4aa
c5aba775-b4e9-4bc2-ab94-171ca011721d,MHI,MHI FDUA,FDUA100VH / FDCA100VSA-W,MHI FDUA100VH / FDCA100VSA-W,current,R32,three-phase,10.00,11.20,4.0,,,3-phase system; excluded from new-install candidate research.,2026-09-18T03:32:51.233376+00:00,cddd7e2e-c433-4c65-80a4-b541312b8d03
76614480-2e37-489c-a97f-3ec4014bc7b9,MHI,MHI FDUA,FDUA125VH / FDCA125VSX-W,MHI FDUA125VH / FDCA125VSX-W,current,R32,three-phase,12.50,14.00,3.5,,,3-phase system; excluded from new-install candidate research.,2026-09-18T03:32:51.233376+00:00,f17ebedb-3165-4f45-b491-9f521f3154b6
ea0087ea-62e6-4c3e-b81c-fa4ebf641414,Midea,Midea R32 Ducted,DUCIM1015HB / UCMI105OB,Midea DUCIM1015HB / UCMI105OB,unknown,,,,,,,,Invalid transcription/duplicate entity; not an exact sellable system identity.,2026-09-18T03:31:29.275415+00:00,
9f675906-6d58-470b-bfd8-bae7113b5d47,Midea,Midea R32 Ducted,DUCIM1215HB / UCMI125OB,Midea DUCIM1215HB / UCMI125OB,unknown,,,,,,,,Invalid transcription/duplicate entity; not an exact sellable system identity.,2026-09-18T03:31:29.275415+00:00,
896cb11d-59e4-4dcb-bf9b-8f612eea1d83,Mitsubishi Electric,Mitsubishi Electric PEA-M-GAA,PEA-M100GAA / PUZ-ZM100VKA-A,Mitsubishi Electric PEA-M100GAA / PUZ-ZM100VKA-A,current,,,10.0,11.4,,,,"Official AU manufacturer data: R32 but minimum indoor airflow 567 L/s and cooling minimum 4.0-4.9 kW depending outdoor; unremarkable for low-load/small-zone objective; retained, not removed",2026-09-17T04:55:00.433375+00:00,
